#  1:Date 2:Time 3:Temperature_Comedor_Sensor 4:Temperature_Habitacion_Sensor 5:Weather_Temperature 6:CO2_Comedor_Sensor 7:CO2_Habitacion_Sensor 8:Humedad_Comedor_Sensor 9:Humedad_Habitacion_Sensor 10:Lighting_Comedor_Sensor 11:Lighting_Habitacion_Sensor 12:Precipitacion 13:Meteo_Exterior_Crepusculo 14:Meteo_Exterior_Viento 15:Meteo_Exterior_Sol_Oest 16:Meteo_Exterior_Sol_Est 17:Meteo_Exterior_Sol_Sud 18:Meteo_Exterior_Piranometro 19:Exterior_Entalpic_1 20:Exterior_Entalpic_2 21:Exterior_Entalpic_turbo 22:Temperature_Exterior_Sensor 23:Humedad_Exterior_Sensor 24:Day_Of_Week
21/04/2012 16:00 28.8373 28.4773 26 206.997 212.373 31.2413 30.824 40.7173 44.032 0 620.565 3.572 86362.8 9898.67 14384.5 535.808 0 0 0 29.168 27.6907 6
21/04/2012 16:15 28.884 28.528 26 207.189 212.299 30.9787 31.1387 24.9433 33.876 0 620.608 2.858 80614.7 9576.11 12770.3 456.64 0 0 0 28.9787 27.5867 6
21/04/2012 16:30 28.908 28.548 26 207.136 212.075 30.8773 31.3147 20.8393 32.152 0 620.48 1.744 81188.2 9046.02 12597.9 420.779 0 0 0 28.8253 27.952 6
21/04/2012 16:45 28.924 28.544 26 207.328 211.808 30.7427 31.068 20.8393 24.1373 0 620.48 2.34133 78566.7 8752.13 12313.3 366.101 0 0 0 28.5787 27.7253 6
21/04/2012 17:00 28.916 28.532 25.6667 206.197 211.861 30.2507 31.0693 21.0033 25.228 0 620.139 2.22533 69263.4 8343.55 10585.8 285.739 0 0 0 28.356 27.8547 6
21/04/2012 17:15 28.868 28.5093 25 205.365 211.723 30.34 31.0933 20.7407 24.252 0 619.499 2.80333 36019.2 5877.76 7425.02 190.267 0 0 0 28.1107 27.6533 6
21/04/2012 17:30 28.8173 28.4667 25 205.152 211.467 30.1493 30.9867 21.084 24.5293 0 618.219 2.82267 7533.57 2874.37 4057.09 59.656 0 0 0 27.8507 27.8787 6
21/04/2012 17:45 28.748 28.424 25 204.992 211.029 29.9947 30.9373 20.9047 24.2693 0 617.92 2.538 7985.15 4114.43 5304.32 75.048 0 0 0 27.5947 28.2453 6
21/04/2012 18:00 28.6747 28.38 24.8667 204.555 211.2 30.0987 31.008 20.8233 24.2693 0 617.707 2.80733 4594.69 2953.22 3770.37 43.348 0 0 0 27.4053 28.6773 6
21/04/2012 18:15 28.632 28.3173 24.8 204.213 211.477 30.2667 31.2333 20.84 24.6907 0 617.28 2.716 3505.15 2279.42 2996.22 28.6507 0 0 0 27.2093 29.0507 6
21/04/2012 18:30 28.5493 28.236 24 204.416 211.36 30.352 31.3307 20.904 24.952 0 617.28 2.734 2666.5 1720.32 1870.85 18.5367 0 0 0 27.0027 29.4493 6
21/04/2012 18:45 28.4747 28.1507 24 204.885 210.645 30.4 31.3573 11.1487 18.0347 0 617.067 2.31133 551.936 71.68 150.528 2.76 0 0 0 26.7787 29.8387 6
21/04/2012 19:00 28.4173 28.072 23.0667 205.216 211.072 30.5373 31.4107 11.23 14.2893 0 312.605 2.89467 0 0 0 -3.57733 0 0 0 26.5613 30.3467 6
21/04/2012 19:15 28.332 27.9787 23 204.299 211.051 30.728 31.424 11.328 15.28 0 15.892 2.474 0 0 0 -3.512 0 0 0 26.3427 30.796 6
21/04/2012 19:30 28.24 27.904 23 204.085 211.296 30.8693 31.472 11.034 14.5493 0 1.354 2.02867 0 0 0 -3.512 0 0 0 26.1133 31.2267 6
21/04/2012 19:45 28.1507 27.8133 23 203.787 210.741 30.9707 31.5 11.1153 14.3547 0 0.65 1.67133 0 0 0 -3.44667 0 0 0 25.8973 31.652 6
21/04/2012 20:00 28.072 27.7453 23 204.245 211.456 31.0813 31.56 11.3447 14.0947 0 0.65 2.16667 0 0 0 -3.512 0 0 0 25.7053 32.0827 6
21/04/2012 20:15 27.9693 27.6387 22.2667 204.747 210.827 31.192 31.6107 11.4427 13.5093 0 0.65 1.672 0 0 0 -3.512 0 0 0 25.5053 32.5387 6
21/04/2012 20:30 27.868 27.556 22 204.907 211.392 31.3053 31.688 11.426 14.6467 0 0.65 1.80933 0 0 0 -3.512 0 0 0 25.264 33.1867 6
21/04/2012 20:45 27.776 27.4613 22 205.013 210.347 31.424 31.764 11.3113 14.0293 0 0.65 1.69667 0 0 0 -3.64267 0 0 0 25.0813 33.6373 6
21/04/2012 21:00 27.6733 27.3613 22 204.661 210.581 31.5533 31.8373 10.9527 14.192 0 0.65 1.662 0 0 0 -3.64267 0 0 0 24.8907 34.22 6
21/04/2012 21:15 27.58 27.2613 22 204.629 211.125 31.7 31.912 11.2467 14.0453 0 0.65 1.63067 0 0 0 -3.38133 0 0 0 24.688 34.9387 6
21/04/2012 21:30 27.492 27.1813 22 204.747 210.72 31.8813 32.0053 11.1487 14.176 0 0.65 1.642 0 0 0 -3.44667 0 0 0 24.5227 35.48 6
21/04/2012 21:45 27.3987 27.0867 22 204.021 210.827 32.0947 32.1187 11.7033 14.192 0 0.65 1.484 0 0 0 -3.316 0 0 0 24.384 35.884 6
21/04/2012 22:00 27.2987 26.9853 21.6667 203.797 211.221 32.2573 32.1933 11.034 14.0133 0 0.65 1.54333 0 0 0 -3.708 0 0 0 24.2293 36.312 6
21/04/2012 22:15 27.224 26.912 21 203.851 210.485 32.3853 32.304 11.034 13.8347 0 0.65 0.755333 0 0 0 -3.512 0 0 0 24.0707 36.672 6
21/04/2012 22:30 27.1213 26.8187 21 203.776 210.709 32.512 32.4 11.2467 14.6627 0 0.65 1.05867 0 0 0 -3.25067 0 0 0 23.912 37.1573 6
21/04/2012 22:45 27.016 26.72 21 203.104 211.189 32.612 32.5187 11.2133 14.3053 0 0.65 1.41667 0 0 0 -3.38133 0 0 0 23.7587 37.492 6
21/04/2012 23:00 26.916 26.6187 20.2667 203.424 210.4 32.7253 32.6453 11.3113 14.192 0 0.65 1.432 0 0 0 -3.25067 0 0 0 23.576 37.8093 6
21/04/2012 23:15 26.7947 26.5213 20 203.755 209.771 32.7747 32.732 11.23 14.1267 0 0.65 1.53 0 0 0 -3.25067 0 0 0 23.428 38.2533 6
21/04/2012 23:30 26.7013 26.4187 20 203.627 210.795 32.8853 32.832 11.426 14.2893 0 0.65 1.80533 0 0 0 -3.18533 0 0 0 23.232 38.9933 6
21/04/2012 23:45 26.576 26.3147 20 203.712 210.752 32.912 32.9053 11.426 14.0947 0 0.65 2.138 0 0 0 -3.316 0 0 0 23.0347 39.5333 6
22/04/2012 00:00 26.4507 26.2013 20 203.211 210.571 33.06 33.02 11.4093 14.2893 0 0.65 1.75267 0 0 0 -3.38133 0 0 0 22.8653 39.9707 6.06667
22/04/2012 00:15 26.352 26.1027 19.2 203.179 210.901 33.088 33.116 11.1487 14.176 0 0.65 1.28133 0 0 0 -3.316 0 0 0 22.66 40.592 7
22/04/2012 00:30 26.2387 25.9907 19 203.253 211.115 33.192 33.2107 11.426 14.6627 0 0.65 0.802 0 0 0 -3.18533 0 0 0 22.416 41.2493 7
22/04/2012 00:45 26.14 25.888 19 203.232 210.475 33.156 33.28 11.4093 14.6627 0 0.65 0.524667 0 0 0 -3.18533 0 0 0 22.216 41.5867 7
22/04/2012 01:00 26.052 25.7853 18.4667 202.848 210.517 33.0093 33.336 11.23 14.5653 0 0.65 0.674667 0 0 0 -3.12 0 0 0 22.0493 41.6587 7
22/04/2012 01:15 25.9413 25.692 18 202.944 210.389 32.9453 33.4173 11.328 14.2893 0 0.65 1.086 0 0 0 -3.12 0 0 0 21.896 41.824 7
22/04/2012 01:30 25.8253 25.576 18 202.955 210.155 33.1227 33.5533 11.5887 14.5333 0 0.65 1.21667 0 0 0 -3.25067 0 0 0 21.7267 42.4907 7
22/04/2012 01:45 25.6933 25.4587 18 203.093 210.613 33.136 33.6013 11.328 14.2893 0 0.65 0.900667 0 0 0 -3.12 0 0 0 21.508 43.0347 7
22/04/2012 02:00 25.588 25.324 17.9333 203.595 210.539 33.004 33.652 11.2467 14.468 0 0.65 1.08267 0 0 0 -3.12 0 0 0 21.34 43.1333 7
22/04/2012 02:15 25.4813 25.22 17.2667 203.029 210.368 32.8147 33.7293 11.524 14.5973 0 0.65 1.14333 0 0 0 -3.38133 0 0 0 21.1933 43.3387 7
22/04/2012 02:30 25.352 25.116 17 203.723 210.709 32.672 33.804 11.7033 14.468 0 0.65 1.25133 0 0 0 -3.12 0 0 0 21.048 43.488 7
22/04/2012 02:45 25.228 24.9853 17 202.912 210.379 32.5787 33.8587 11.23 14.0453 0 0.65 0.708 0 0 0 -3.18533 0 0 0 20.8987 43.64 7
22/04/2012 03:00 25.112 24.8773 16.6667 202.987 210.752 32.7853 33.9813 11.426 14.744 0 0.65 1.22667 0 0 0 -3.12 0 0 0 20.7547 43.976 7
22/04/2012 03:15 25.0053 24.7587 16 202.784 210.741 32.6867 34.0053 11.3447 14.2893 0 0.65 1.10133 0 0 0 -3.18533 0 0 0 20.5987 44.0293 7
22/04/2012 03:30 24.876 24.6453 16 203.157 210.421 32.5893 34.072 11.5073 14.9387 0 0.65 0.578667 0 0 0 -3.18533 0 0 0 20.5027 44.1093 7
22/04/2012 03:45 24.744 24.5413 16 202.571 211.253 32.2813 33.9493 11.2467 14.208 0 0.65 0.775333 0 0 0 -3.10733 0 0 0 20.2993 45.3493 7
22/04/2012 04:00 24.628 24.3973 16 203.381 212.715 32.1027 33.8653 11.3113 14.728 0 0.65 0.789333 0 0 0 -3.042 0 0 0 19.9753 46.048 7
22/04/2012 04:15 24.5027 24.268 16 204.533 213.28 32.228 34.1 11.524 14.76 0 0.65 0.358 0 0 0 -3.18533 0 0 0 19.7587 46.104 7
22/04/2012 04:30 24.3827 24.124 16 206.144 212.373 32.0053 33.548 11.5073 14.1107 0 0.65 2.21867 0 0 0 -3.18533 0 0 0 19.622 45.824 7
22/04/2012 04:45 24.2227 23.968 16 205.984 211.701 31.9987 33.6227 11.2467 15.1173 0 1.618 1.93933 0 0 0 -2.964 0 0 0 19.5233 46.4853 7
22/04/2012 05:00 24.1027 23.828 15.7333 205.675 211.371 32.0507 33.9267 11.7033 14.1267 0 28.7573 1.622 0 0 0 -3.12 0 0 0 19.456 47.6907 7
22/04/2012 05:15 23.9787 23.6933 15.1333 204.512 211.413 32.0373 34.092 11.4427 14.728 0 360.576 1.17333 0 0 0 -2.73 0 0 0 19.4033 48.592 7
22/04/2012 05:30 23.872 23.5773 15 203.371 211.243 32.1147 34.3307 12.71 20.768 0 614.101 0.948 430.08 4192.6 501.76 5.63533 0 0 0 19.2907 49.4053 7
22/04/2012 05:45 23.768 23.468 15 204.011 210.987 32.108 34.336 20.9207 24.1373 0 615.381 1.08 5583.87 33166.7 5311.49 37.6867 0 0 0 19.2067 49.8213 7
22/04/2012 06:00 23.656 23.384 15 203.936 210.464 31.972 34.1547 20.904 24.8547 0 615.957 1.73933 4350.98 24394.4 5132.29 51.604 0 0 0 19.1667 50.2347 7
22/04/2012 06:15 23.5547 23.2853 15 203.659 210.72 32.1307 34.4547 21.166 24.5933 0 615.744 1.07267 4178.94 21429.6 5698.56 66.8053 0 0 0 19.12 51.0027 7
22/04/2012 06:30 23.464 23.1787 14.6667 203.584 210.293 32.1453 34.632 20.9213 24.236 0 615.445 0.806667 1849.34 7046.14 4150.27 43.92 0 0 0 19.092 52.0213 7
22/04/2012 06:45 23.396 23.116 14.5333 204.096 210.24 32.3307 35.0387 20.986 25.0493 0 615.36 0.400667 2379.78 9210.2 5361.66 56.5387 0 0 0 19.04 53.1173 7
22/04/2012 07:00 23.344 23.06 14.8667 203.84 210.645 32.368 35.1933 21.1653 35.4547 0 616.981 0.352667 8006.66 46511.4 13408.9 183.163 0 0 0 18.9967 53.584 7
22/04/2012 07:15 23.332 23.032 14 203.925 210.56 32.484 35.404 31.1107 74.832 0 619.285 1.13733 12619.1 79790.1 22694.6 327.019 0 0 0 19.112 52.9733 7
22/04/2012 07:30 23.324 23.052 14.3333 203.936 210.432 32.6747 35.8413 41.3373 92.928 0 619.883 2.22667 13129 83083.3 28426.2 384.384 0 0 0 19.3607 51.7707 7
22/04/2012 07:45 23.336 23.1 15 204.043 210.56 32.62 35.8427 46.4053 114.085 0 620.48 2.164 13566.6 84882.8 35044 439.019 0 0 0 19.6387 50 7
22/04/2012 08:00 23.352 23.1573 15 204.533 210.56 32.4 35.5827 51.7333 114.336 0 620.907 2.69 13762.6 86147.1 41459.7 491.861 0 0 0 19.9607 48.9333 7
22/04/2012 08:15 23.38 23.228 16.4667 204.245 210.155 32.3987 35.5373 51.4027 116.587 0 621.077 2.832 13896.4 85819.4 46585.2 535.424 0 0 0 20.2827 47.4933 7
22/04/2012 08:30 23.48 23.336 17.8667 203.509 209.867 32.508 34.9707 76.7413 144.08 0 621.12 2.83733 14412.5 85377 51789.8 583.765 0 0 0 20.6253 46.792 7
22/04/2012 08:45 23.564 23.4653 18 203.445 209.995 32.4547 34.8653 81.2453 144 0 621.12 3.14867 14318.9 87173.8 55446.2 629.483 0 0 0 20.9173 46.6987 7
22/04/2012 09:00 23.68 23.5827 18.5333 203.979 209.621 32.556 34.492 81.1013 144.261 0 621.291 3.158 13967.4 86824.3 58613.8 674.133 0 0 0 21.172 46.3227 7
22/04/2012 09:15 23.8307 23.76 19 203.883 209.44 32.5813 34.4827 81.0213 144.603 0 621.419 3.09 13531.1 85134 60153.9 718.379 0 0 0 21.492 45.8747 7
22/04/2012 09:30 23.9627 23.928 19 204.555 209.803 32.5933 34.2853 81.344 143.76 0 621.248 3.34467 13487.4 79571.6 61737.6 757.461 0 0 0 21.6613 46.112 7
22/04/2012 09:45 24.1 24.0813 19 204.576 209.792 32.592 34.2467 81.3413 144.261 0 621.12 3.42533 12978.2 72624.8 63143.9 793.728 0 0 0 21.8067 45.6053 7
22/04/2012 10:00 24.2653 24.2547 19 204.715 210.357 32.592 34.168 81.2613 144.544 0 621.291 3.51 11989.7 63690.1 63326.9 804.693 0 0 0 21.972 45.016 7
22/04/2012 10:15 24.448 24.4267 19 205.013 210.336 32.5853 34.3 91.0427 144.16 0 621.589 3.35933 11489.3 52961.3 66046.6 847.061 0 0 0 22.2147 44.5147 7
22/04/2012 10:30 24.588 24.6053 18.8667 205.685 209.888 32.584 34.0733 84.4667 143.904 0 621.291 2.8 9992.19 40575 65855.5 858.965 0 0 0 22.4347 44.2187 7
22/04/2012 10:45 24.7613 24.7773 18 206.112 210.411 32.5747 34.2 108.533 144.603 0 621.248 3.392 9769.98 31257.9 65451.3 886.229 0 0 0 22.5973 43.3307 7
22/04/2012 11:00 24.948 24.968 18.3333 206.251 210.027 32.548 33.9933 110.517 143.584 0 621.163 3.204 9640.96 23881.7 64719.5 908.8 0 0 0 22.7667 42.648 7
22/04/2012 11:15 25.0947 25.116 19 206.059 210.411 32.5427 33.9293 108.704 144.16 0 621.12 3.61267 9440.26 18884.6 63714.6 927.957 0 0 0 22.8307 41.1493 7
22/04/2012 11:30 25.2587 25.2867 19 206.805 210.112 32.54 33.9533 83.8027 133.824 0 620.907 3.24667 8666.11 15631.7 58889.6 875.093 0 0 0 22.9453 40.3973 7
22/04/2012 11:45 25.404 25.4547 18.1333 206.229 211.328 32.532 33.876 108.595 143.84 0 621.12 2.72067 9533.44 14736 60670 941.397 0 0 0 23.1467 40.2587 7
22/04/2012 12:00 25.5587 25.6187 18 206.187 209.76 32.5413 33.7653 104.787 143.941 0 620.992 3.58933 13000 12425.2 57827.3 952.661 0 0 0 23.312 40.2947 7
22/04/2012 12:15 25.7187 25.7733 18 207.029 210.485 32.492 33.7267 102.603 132.277 0 621.077 3.382 19835.6 13574.5 55159.5 954.133 0 0 0 23.4867 40.5507 7
22/04/2012 12:30 25.8467 25.8493 18.5333 206.336 210.453 32.5373 33.8053 86.2187 106.837 0 620.181 3.22267 20065.6 14598.8 48679.6 790.123 0 0 0 23.4827 39.9173 7
22/04/2012 12:45 25.9867 25.9813 19.4 206.763 210.912 32.532 33.8067 103.301 116.243 0 620.821 3.276 30328.1 13760.9 54255.6 925.888 0 0 0 23.544 40.6133 7
22/04/2012 13:00 26.048 26.012 19.9333 205.877 209.995 32.6507 33.876 68.376 81.5093 0 619.541 3.38733 29473.5 11888.6 38552.9 648.512 0 0 0 23.54 39.5053 7
22/04/2012 13:15 26.1253 26.0293 19.2 206.784 210.389 32.764 33.9507 97.448 105.712 0 620.096 3.49133 45948.9 14491.6 47515 881.237 0 0 0 23.4 39.352 7
22/04/2012 13:30 26.22 26.096 19 205.877 210.464 32.8453 33.9107 77.4133 90.2533 0 619.925 3.28733 41738.9 14856.9 37935.8 722.645 0 0 0 23.4787 39.1587 7
22/04/2012 13:45 26.3147 26.1133 18.2667 205.685 209.547 33.032 33.9333 108.592 105.109 0 620.309 3.36667 66292.4 15558.7 44939.9 896.512 0 0 0 23.4987 39.136 7
22/04/2012 14:00 26.4333 26.144 18 206.101 209.344 33.136 33.916 110.597 84.5653 0 620.48 3.29 78883.5 11758.9 39664.3 861.013 0 0 0 23.7453 39.172 7
22/04/2012 14:15 26.5413 26.1787 18 206.72 209.312 33.332 33.9253 106.528 82.6427 0 620.139 2.948 86422.9 11043.8 34369.5 836.779 0 0 0 23.9347 39.0987 7
22/04/2012 14:30 26.6467 26.212 18.5333 206.4 209.803 33.5747 34.0067 82.3493 72.1093 0 619.712 2.62133 81464 11323.4 29029.7 749.227 0 0 0 23.9827 39.3213 7
22/04/2012 14:45 26.744 26.236 19 207.115 209.76 33.8467 34.0413 75.1173 58.8773 0 619.755 3.40467 86133.4 11029.5 25288.7 715.499 0 0 0 24.004 39.5 7
22/04/2012 15:00 26.8093 26.224 19 206.848 208.971 34.06 34.132 73.5173 51.4027 0 619.115 3.40267 83225.3 9647.79 20473.2 655.829 0 0 0 23.964 40.3187 7
22/04/2012 15:15 26.856 26.204 19 207.275 208.875 34.38 34.2827 50.5227 42.7853 0 618.56 3.06133 74986.8 8572.93 16555.3 567.36 0 0 0 23.792 41.544 7
22/04/2012 15:30 26.868 26.1533 19 206.891 209.76 34.708 34.4533 51.1573 44.5413 0 618.56 2.724 84276.6 9067.52 15737.5 601.408 0 0 0 23.5147 43.7707 7
22/04/2012 15:45 26.896 26.1347 19 206.112 209.888 35.172 34.808 43.3427 42.4133 0 618.389 3.002 84082.7 8336.38 13917.5 553.472 0 0 0 23.212 45.3653 7
22/04/2012 16:00 26.864 26.104 18.2667 205.685 209.483 35.6667 35.036 37.3867 34.1387 0 617.963 3.152 82589 7963.65 12440.2 504.597 0 0 0 22.8307 46.9147 7
22/04/2012 16:15 26.8187 26.024 18 205.099 209.6 36.068 35.212 21.962 31.2573 0 617.877 2.81 79233 7777.28 11165.7 451.093 0 0 0 22.4987 48 7
22/04/2012 16:30 26.7667 25.96 18 204.427 209.44 36.604 35.524 21.3447 24.952 0 617.92 3.08 77742.1 7970.82 10677.6 405.483 0 0 0 22.1867 49.2027 7
22/04/2012 16:45 26.672 25.8627 18 204.565 209.579 36.98 35.9747 21.0847 24.5947 0 617.408 2.99 75126.1 8042.5 10350.6 352.213 0 0 0 21.892 49.84 7
22/04/2012 17:00 26.56 25.7893 18 203.989 209.963 37.296 36.196 21.3273 24.692 0 617.28 2.54467 70852.6 8214.53 9827.33 296.437 0 0 0 21.6453 51.1893 7
22/04/2012 17:15 26.46 25.7147 18 203.552 208.971 37.6213 36.2787 20.9047 24.7733 0 616.853 2.484 29496 5870.59 6114.3 195.835 0 0 0 21.428 52.3413 7
22/04/2012 17:30 26.356 25.616 18 203.2 209.184 37.8853 36.6307 21.0833 24.316 0 615.829 2.18133 4652.03 3799.04 3067.9 50.2213 0 0 0 21.1893 52.36 7
22/04/2012 17:45 26.2387 25.5067 18 203.435 209.088 37.8267 36.692 20.806 24.3507 0 615.36 2.34733 3928.06 2996.22 2637.82 42.5427 0 0 0 20.98 52.096 7
22/04/2012 18:00 26.1333 25.392 18 202.731 208.736 37.8173 36.96 21.0013 24.1533 0 615.36 1.57267 2874.37 1935.36 1784.83 31.3093 0 0 0 20.788 52.8667 7
22/04/2012 18:15 26.0133 25.2773 17.2 203.189 208.235 37.808 37.0347 20.9693 24.5947 0 614.528 1.44133 2558.98 1161.22 1225.73 22.436 0 0 0 20.62 54.0587 7
22/04/2012 18:30 25.876 25.1493 17 202.283 209.056 37.2933 37.0107 19.0027 24.512 0 614.4 1.36933 2128.9 0 645.12 16.3787 0 0 0 20.468 54.992 7
22/04/2012 18:45 25.7347 25.0187 17 203.147 208.971 37.4973 37.3293 11.23 19.2053 0 589.184 0.965333 150.528 0 0 3.73533 0 0 0 20.2473 55.6507 7
22/04/2012 19:00 25.5867 24.8827 17 202.805 209.419 37.7493 37.6627 11.1153 15.1827 0 170.008 0.956667 0 0 0 -3.042 0 0 0 20.0847 55.6853 7
22/04/2012 19:15 25.436 24.7573 16.2667 203.029 209.504 37.1267 37.6267 11.4907 14.3053 0 11.7207 1.164 0 0 0 -3.10733 0 0 0 19.9093 55.7973 7
22/04/2012 19:30 25.276 24.6493 16 202.901 209.675 37.7293 38.084 11.2467 14.208 0 1.178 0.883333 0 0 0 -3.12 0 0 0 19.752 55.9173 7
22/04/2012 19:45 25.1333 24.5027 16 202.379 210.677 37.5187 38.1787 11.328 14.3707 0 0.782 0.406667 0 0 0 -3.18533 0 0 0 19.596 55.88 7
22/04/2012 20:00 25 24.4187 16 202.72 210.325 36.4773 38.032 11.328 14.5493 0 1.134 0.756 0 0 0 -3.09467 0 0 0 19.4593 56.016 7
22/04/2012 20:15 24.8533 24.2827 16 202.901 210.645 36.1773 38.12 11.0507 13.932 0 1.222 0.718 0 0 0 -3.12 0 0 0 19.3567 56.224 7
22/04/2012 20:30 24.724 24.1693 16 203.509 210.912 36.292 38.2213 11.524 14.6467 0 1.178 0.326667 0 0 0 -3.042 0 0 0 19.3027 56.1147 7
22/04/2012 20:45 24.5867 24.056 16 203.595 211.061 36.604 38.424 11.328 14.776 0.533333 1.09 0.337333 0 0 0 -3.10733 0 0 0 19.2133 56.12 7
22/04/2012 21:00 24.4787 23.944 16 203.307 210.699 35.9267 38.3093 11.328 14.484 0 0.694 0.816 0 0 0 -3.25067 0 0 0 19.1667 56.272 7
22/04/2012 21:15 24.364 23.8213 16 204.224 211.243 35.7307 38.4467 11.5073 14.3707 0 0.738 0.602 0 0 0 -2.964 0 0 0 19.082 55.8613 7
22/04/2012 21:30 24.2347 23.7387 16 203.648 211.253 35.9253 38.604 11.2467 15.0853 0 0.958 0.414667 0 0 0 -3.12 0 0 0 18.988 55.5147 7
22/04/2012 21:45 24.124 23.6333 16 204.064 211.221 35.6693 38.596 11.328 14.1427 0 1.222 0.241333 0 0 0 -3.18533 0 0 0 18.924 55.2987 7
22/04/2012 22:00 24.012 23.536 16 203.819 211.776 35.452 38.572 11.622 15.004 0 0.958 0.0593333 0 0 0 -3.02933 0 0 0 18.8933 54.9627 7
22/04/2012 22:15 23.9 23.4547 16 204.011 211.413 35.3253 38.5853 11.6053 14.5653 0 0.65 0.337333 0 0 0 -3.042 0 0 0 18.8467 54.8213 7
22/04/2012 22:30 23.7907 23.3453 16 203.915 210.784 35.4173 38.6947 11.426 14.76 0 0.65 0.114 0 0 0 -3.25067 0 0 0 18.752 54.3333 7
22/04/2012 22:45 23.6787 23.2467 16 204.245 211.179 35.2133 38.664 11.426 14.988 0 0.65 0.100667 0 0 0 -3.042 0 0 0 18.6433 53.8533 7
22/04/2012 23:00 23.572 23.1507 16 203.307 210.731 34.936 38.5733 11.524 14.0293 0 0.65 0.364 0 0 0 -3.10733 0 0 0 18.538 53.6453 7
22/04/2012 23:15 23.452 23.0293 16 203.211 210.763 35.132 38.6573 11.7033 14.76 0 0.65 0.121333 0 0 0 -3.02933 0 0 0 18.4287 53.6613 7
22/04/2012 23:30 23.3627 22.9227 15.6667 203.573 211.435 35.1187 38.7173 11.6053 14.6467 0 0.65 0 0 0 0 -3.042 0 0 0 18.3393 53.6773 7
22/04/2012 23:45 23.256 22.8147 15 203.68 212 35.0453 38.6587 11.6053 14.1427 0 0.65 0.147333 0 0 0 -3.042 0 0 0 18.228 53.52 7
23/04/2012 00:00 23.152 22.712 14.5333 205.312 211.893 35.0387 38.6613 11.524 15.1827 0 0.65 0.0413333 0 0 0 -3.18533 0 0 0 18.104 53.0933 6.6
23/04/2012 00:15 23.028 22.5867 14 205.749 212.16 34.9387 38.6787 11.6867 14.5 0 0.65 0.106667 0 0 0 -2.964 0 0 0 17.9627 52.6027 1
23/04/2012 00:30 22.924 22.4573 13.6667 205.568 211.904 34.9587 38.7053 11.6053 15.036 0 0.65 0.103333 0 0 0 -3.18533 0 0 0 17.832 52.2827 1
23/04/2012 00:45 22.8013 22.376 13 205.92 211.723 34.6587 38.516 11.4427 15.036 0 0.65 0.261333 0 0 0 -2.964 0 0 0 17.7167 52.2693 1
23/04/2012 01:00 22.6853 22.2427 13 205.952 212.032 34.6453 38.4813 11.426 14.1427 0 0.65 0.23 0 0 0 -2.964 0 0 0 17.5853 52.512 1
23/04/2012 01:15 22.5613 22.1173 13 205.835 211.797 34.8173 38.5947 11.7033 15.4907 0 0.65 0.109333 0 0 0 -3.12 0 0 0 17.446 52.8667 1
23/04/2012 01:30 22.4493 21.9987 13 206.112 212.757 34.9027 38.6387 11.524 14.5653 0 0.65 0 0 0 0 -3.042 0 0 0 17.3027 53.2427 1
23/04/2012 01:45 22.3187 21.8653 13 206.123 212.747 34.8227 38.716 11.426 15.1173 0 0.65 0.052 0 0 0 -3.042 0 0 0 17.152 53.9573 1
23/04/2012 02:00 22.1933 21.756 12.7333 206.656 214.379 34.7413 38.7747 11.622 15.2147 0 0.65 0 0 0 0 -2.964 0 0 0 16.834 54.8747 1
23/04/2012 02:15 22.076 21.636 12.1333 207.851 216.075 34.5627 38.7027 11.6053 15.1013 0 0.65 0.463333 0 0 0 -2.964 0 0 0 16.558 55.1013 1
23/04/2012 02:30 21.9333 21.4947 12 208.523 216.075 34.464 38.6667 11.3447 15.1013 0 0.65 0.486667 0 0 0 -3.042 0 0 0 16.3867 55.1173 1
23/04/2012 02:45 21.8253 21.348 12 209.547 216.416 34.6773 38.8 11.524 14.452 0 0.65 0.036 0 0 0 -2.73 0 0 0 16.2473 55.216 1
23/04/2012 03:00 21.7027 21.22 12 209.312 216.565 34.6653 38.8333 11.524 15.1333 0 0.65 0.292667 0 0 0 -2.886 0 0 0 16.13 55.336 1
23/04/2012 03:15 21.5627 21.108 11.2667 208.501 215.36 34.8613 38.9733 11.6053 14.776 0 0.65 0 0 0 0 -2.73 0 0 0 15.996 55.672 1
23/04/2012 03:30 21.4453 20.9947 11 209.579 215.68 34.7347 38.932 11.4427 14.8413 0 0.65 0 0 0 0 -2.886 0 0 0 15.8673 55.8747 1
23/04/2012 03:45 21.3027 20.88 11 208.203 215.424 34.6027 39.048 11.6053 14.744 0 0.65 0.110667 0 0 0 -3.12 0 0 0 15.7453 56.1413 1
23/04/2012 04:00 21.1867 20.7693 11.7333 208.811 214.581 34.5867 39.0507 11.7033 14.8573 0 0.65 0.072 0 0 0 -3.10733 0 0 0 15.596 55.9333 1
23/04/2012 04:15 21.0693 20.6667 12 208.427 214.656 34.6 38.972 11.5073 14.9227 0 0.65 0 0 0 0 -2.964 0 0 0 15.494 55.5253 1
23/04/2012 04:30 20.9293 20.5273 12 208.416 215.04 34.636 39.068 11.768 14.6467 0 0.65 0 0 0 0 -2.964 0 0 0 15.38 55.3307 1
23/04/2012 04:45 20.8213 20.4133 12 208.555 215.637 34.5853 39.0133 11.5073 15.312 0 1.662 0 0 0 0 -2.808 0 0 0 15.2787 55.248 1
